51700,51700,50600,13905263,51600
52600,52800,50900,16128305,50900
52600,53200,51900,23104720,52600
0,0,0,0,2650000
0,0,0,0,2650000
0,0,0,0,2650000
2669000,2682000,2622000,606216,2650000
2521000,2608000,2520000,360931,2607000
2461000,2525000,2461000,332292,2520000
2592000,2593000,2504000,315406,2523000
2550000,2604000,2550000,232380,2595000
2590000,2613000,2571000,235220,2581000
2550000,2568000,2529000,269252,2568000
2512000,2527000,2491000,155440,2499000
2516000,2530000,2493000,157549,2517000
2480000,2509000,2470000,205566,2490000
2472000,2472000,2444000,249325,2450000
2495000,2495000,2430000,201022,2443000
2427000,2461000,2402000,219687,2444000
2413000,2472000,2410000,199008,2460000
2400000,2429000,2370000,250654,2420000
2408000,2413000,2346000,247684,2346000
2394000,2407000,2364000,255365,2406000
2450000,2461000,2425000,142313,2427000
2454000,2495000,2454000,155542,2461000
2435000,2478000,2416000,201340,2452000
2455000,2455000,2417000,303189,2435000
2516000,2523000,2454000,237480,2499000
2471000,2514000,2452000,201155,2514000
2517000,2536000,2480000,297099,2486000
2589000,2589000,2553000,178104,2553000
2535000,2560000,2505000,163865,2560000
2531000,2567000,2522000,164377,2537000
2561000,2571000,2512000,243698,2557000
2600000,2601000,2551000,177649,2577000
2551000,2600000,2550000,254265,2588000
2538000,2583000,2518000,401974,2583000
2528000,2539000,2479000,173779,2487000
2472000,2527000,2462000,286088,2487000
2410000,2445000,2361000,428541,2431000
2296000,2355000,2291000,308467,2351000
2291000,2308000,2254000,282019,2260000
2329000,2340000,2300000,265310,2301000
2369000,2405000,2350000,303247,2353000
2418000,2419000,2369000,196611,2369000
2364000,2378000,2354000,191213,2369000
2338000,2390000,2338000,248466,2361000
2363000,2363000,2338000,177399,2338000
